ticker,count,score
CLW,0,0
ERLFF,0,0
USAT,0,0
HRFEF,0,0
HLOSF,0,0
ADILW,0,0
PCHM,0,0
DBXRF,0,0
VIBI,0,0
AASCF,0,0
SFSHF,0,0
CDOAF,0,0
TXMD,0,0
PEDH,0,0
DSKYF,0,0
CGKEF,0,0
LGTT,0,0
ELSBF,0,0
OSAT,0,0
GGGRF,0,0
CYNXF,0,0
JTCMF,0,0
ASCBQ,0,0
EENEY,0,0
TYTMF,0,0
MRIIF,0,0
MNBO,0,0
HMNU,0,0
EPTI,0,0
NOVT,0,0
HRTH,0,0
KBCSY,0,0
ZIZTF,0,0
KHRWF,0,0
NHYF,0,0
JPEX,0,0
ATZAF,0,0
GLIF,0,0
AULRF,0,0
TARO,0,0
TREAF,0,0
RNLSY,0,0
AASZF,0,0
JCPB,0,0
INTP,0,0
UZE,0,0
GOOI,0,0
KAIRU,0,0
LICT,0,0
BRG.PRC,0,0
LYLP,0,0
NTOX,0,0
SMEGF,0,0
BMSPF,0,0
IDMO,0,0
SCNFF,0,0
PSIQ,0,0
MANZF,0,0
CTGL,0,0
IMTB,0,0
CPB,0,0
LLLI,0,0
IMMR,0,0
ESSCW,0,0
KRNGF,0,0
KRBF,0,0
KRNY,0,0
CCOP,0,0
GLDI,0,0
UEXCF,0,0
REYN,0,0
NLS,0,0
HUGS.U,0,0
ESBA,0,0
NDRAW,0,0
CNO,0,0
ASBFF,0,0
SVLLY,0,0
OTTW,0,0
TERNF,0,0
USLB,0,0
AHWSF,0,0
ORI,0,0
ELUXY,0,0
JHMD,0,0
NSRGF,0,0
BOTX,0,0
WILLF,0,0
SVKEF,0,0
AASP,0,0
HYMB,0,0
BKEPP,0,0
RRRDF,0,0
MAHN,0,0
POWW,0,0
HDGHF,0,0
VDEVF,0,0
SREA,0,0
SGTI,0,0
NBA.WS,0,0
AVUV,0,0
IRPSY,0,0
ACOSF,0,0
VFQY,0,0
ADTR,0,0
CPSN,0,0
SPPI,0,0
MTL.PR,0,0
NWBTF,0,0
WEEEF,0,0
JVCZY,0,0
GNCC,0,0
ISVLF,0,0
GPEOL,0,0
DGRO,0,0
SMEV,0,0
GEVI,0,0
ARCO,0,0
VNNYF,0,0
MAAL,0,0
PQG,0,0
STBEF,0,0
UMAX,0,0
SKBSY,0,0
MOTNU,0,0
NVZMY,0,0
CSGP,0,0
ICCGF,0,0
MJWL,0,0
VTDRF,0,0
NHOXF,0,0
SPRS,0,0
HMNKF,0,0
OCDX,0,0
IUSV,0,0
CHYFF,0,0
KLDI,0,0
SVTE,0,0
CRCA,0,0
CJBEF,0,0
BNDSF,0,0
THRGF,0,0
FFXDF,0,0
MSPAF,0,0
KBWB,0,0
GXGXW,0,0
EPR.PRC,0,0
ICAGY,0,0
DTSOF,0,0
UPBMF,0,0
NBACU,0,0
SCND,0,0
PFSI,0,0
MOTS,0,0
SABRP,0,0
TYFG,0,0
NKRSF,0,0
CNGKY,0,0
GHVIW,0,0
LTHUQ,0,0
ADDDF,0,0
MIDF,0,0
ALLT,0,0
EXNN,0,0
TFRNF,0,0
SPXCY,0,0
HYXF,0,0
LMSQF,0,0
LADR,0,0
FIFG,0,0
AMPG,0,0
MITUF,0,0
ITACU,0,0
PNTG,0,0
JJATF,0,0
ACEVU,0,0
EGRNF,0,0
ETFM,0,0
CIMEF,0,0
HEKRF,0,0
WOBK,0,0
PRSEF,0,0
TDSA,0,0
HNSBF,0,0
MGTA,0,0
AEVEF,0,0
BCH,0,0
IHD,0,0
SKUFF,0,0
BILSU,0,0
OILNF,0,0
DIA,0,0
DESP,0,0
FGEN,0,0
SCYYF,0,0
BKTI,0,0
ESSI,0,0
CLRMU,0,0
IVSRF,0,0
HPK,0,0
EBND,0,0
DDIAF,0,0
NNBP,0,0
FRWDF,0,0
RBZWF,0,0
PENTF,0,0
NLLSF,0,0
LRSV,0,0
FNY,0,0
TTLTF,0,0
PORSY,0,0
UNLRF,0,0
WAFD,0,0
CKCB,0,0
TSGZF,0,0
IMPJY,0,0
NPFC,0,0
MCESF,0,0
PASTF,0,0
FREYY,0,0
CRL,0,0
NGRC,0,0
MGIC,0,0
NRGX,0,0
SITS,0,0
EQOP,0,0
HTCKF,0,0
ALVLF,0,0
ASOMY,0,0
INTV,0,0
BKIMF,0,0
TRICF,0,0
SPDC,0,0
ITRM,0,0
IFV,0,0
SITKF,0,0
SZSN,0,0
WTRH,0,0
AJINF,0,0
NAECF,0,0
FFHHF,0,0
AHACW,0,0
DGNR.U,0,0
PTQQF,0,0
MACLF,0,0
KHC,0,0
MPML,0,0
ALGDF,0,0
HSKA,0,0
BBAGF,0,0
APAM,0,0
SNPHF,0,0
DXLG,0,0
SURRY,0,0
RGXX,0,0
EKGRU,0,0
ABCE,0,0
SDEI,0,0
SKKFF,0,0
ASFX,0,0
RKIGF,0,0
CROJF,0,0
LKFLF,0,0
SLGWF,0,0
LUXA,0,0
TLLZF,0,0
KMGIF,0,0
NJUL,0,0
GRHI,0,0
MTELF,0,0
RIGH,0,0
INDMF,0,0
EVGBC,0,0
YMZNF,0,0
DWLD,0,0
WALRF,0,0
CSBF,0,0
CPADF,0,0
HNHAY,0,0
NOBL,0,0
NTGR,0,0
MKSI,0,0
LFEQ,0,0
ATNI,0,0
GTEH,0,0
VLMRY,0,0
UBP.PRH,0,0
XMEX,0,0
CODI.PRA,0,0
CRXPF,0,0
BMTX,0,0
GNCP,0,0
BHR.PRD,0,0
SNPXF,0,0
GBDC,0,0
VRAI,0,0
VIEWF,0,0
CNDCF,0,0
AEXAY,0,0
MVVYF,0,0
CSRNF,0,0
ETBI,0,0
SXERF,0,0
RNRTY,0,0
HZNOF,0,0
MDOUF,0,0
BBLS,0,0
ALKS,0,0
GOFPY,0,0
AIRTP,0,0
XPHYF,0,0
NWDMF,0,0
MSITF,0,0
OPPXF,0,0
CVPUF,0,0
CICN,0,0
SSWRF,0,0
EVSP,0,0
SPD,0,0
CHKEZ,0,0
BPMUF,0,0
SEIC,0,0
MOS,0,0
SEOJF,0,0
IGPPF,0,0
SHCAF,0,0
CAMRF,0,0
WINT,0,0
XAR,0,0
PMD,0,0
AIG.PRA,0,0
VCTM,0,0
MDNDF,0,0
KPELY,0,0
ANCSQ,0,0
TAXF,0,0
EMLC,0,0
NUVM,0,0
NDMT,0,0
PWB,0,0
MTSC,0,0
FTIV,0,0
TRSUF,0,0
ELLMF,0,0
BRBMF,0,0
LVWD,0,0
UBKZF,0,0
ISRA,0,0
CHRS,0,0
CBIO,0,0
DXC,0,0
KCNY,0,0
MICR,0,0
DEWM,0,0
CBMDF,0,0
STCC,0,0
BCCLF,0,0
SPDW,0,0
MTRI,0,0
IWBCF,0,0
ENAFF,0,0
NXGT,0,0
PRDGF,0,0
ERFSF,0,0
FNQQF,0,0
EUDV,0,0
IMUX,0,0
WSR,0,0
VCTY,0,0
HYHDF,0,0
GIGL,0,0
HBOSF,0,0
COVTY,0,0
LMAT,0,0
SCRPF,0,0
PDS,0,0
EDRVY,0,0
EVIX,0,0
QWLD,0,0
EDEMY,0,0
RRBI,0,0
CFIIU,0,0
FSRPF,0,0
BGMO,0,0
IJH,0,0
TGNOF,0,0
AVTD,0,0
KRYPF,0,0
SHZNY,0,0
PTGIF,0,0
CSTA.U,0,0
RWGI,0,0
MLM,0,0
CVII.U,0,0
GDLLF,0,0
WEGZY,0,0
ROBT,0,0
RFI,0,0
ONTXW,0,0
GNXCF,0,0
CCVAJ,0,0
BSVN,0,0
JMPNZ,0,0
MGYXY,0,0
STWOW,0,0
GWON,0,0
PDSB,0,0
JFIL,0,0
PYTCY,0,0
ALIN.PRE,0,0
GHACU,0,0
SCHQ,0,0
SNCA,0,0
CRDX,0,0
ANPOF,0,0
LEGN,0,0
NBVAF,0,0
AVOZ,0,0
CSGEF,0,0
EEMO,0,0
JMDMF,0,0
CSCHF,0,0
TXSP,0,0
SPLB,0,0
PBE,0,0
MOVYY,0,0
KBAL,0,0
NOFCF,0,0
CHRLF,0,0
ALIZY,0,0
ZNNGY,0,0
GOGR,0,0
MFD,0,0
TNSGF,0,0
TBPMF,0,0
HRTT,0,0
CYMHF,0,0
TISI,0,0
CZSVF,0,0
CKOCF,0,0
QGLDF,0,0
NTSGF,0,0
GVI,0,0
NYMTN,0,0
DPHAY,0,0
LPHM,0,0
TMRNF,0,0
ESSE,0,0
ABZT,0,0
ERPRF,0,0
PBEV,0,0
INCAF,0,0
CBLI,0,0
BLSA,0,0
ZONX,0,0
SLF,0,0
DFNV,0,0
FCF,0,0
SPHB,0,0
ITCI,0,0
TPNI,0,0
NFGRF,0,0
KPTSF,0,0
USGDF,0,0
STGAF,0,0
NKRKY,0,0
BHOOY,0,0
VLLX,0,0
HBCYF,0,0
CWSS,0,0
PFSW,0,0
CANN,0,0
WHLM,0,0
HVLM,0,0
VSPR,0,0
MDBKY,0,0
QUAL,0,0
HTH,0,0
PDNLB,0,0
GNT.PRA,0,0
DRKOF,0,0
KVHI,0,0
AGBAW,0,0
TMAC.U,0,0
GAHC,0,0
GTCDF,0,0
ZEUCF,0,0
TRWLY,0,0
MMD,0,0
LTTZF,0,0
NEOG,0,0
ISRNF,0,0
SRRK,0,0
PMMAF,0,0
IUGNF,0,0
CHHQF,0,0
FOSHY,0,0
PDCE,0,0
WHCA,0,0
CBCA,0,0
IQM,0,0
KYWAF,0,0
PYN,0,0
VTSYF,0,0
SRV,0,0
ORRAF,0,0
MFST,0,0
CHTH,0,0
CNER,0,0
SIVBP,0,0
ASAM,0,0
AZKLF,0,0
HOFSQ,0,0
WINKF,0,0
SBCF,0,0
SBKJY,0,0
KMED,0,0
AZGFF,0,0
HUAKF,0,0
NTNX,0,0
ACIO,0,0
TRXCW,0,0
LFCOF,0,0
PSCD,0,0
FTOC,0,0
EYPT,0,0
GNZUF,0,0
SMFTF,0,0
GTYHW,0,0
CZNI,0,0
RGSEQ,0,0
TLSS,0,0
LLBO,0,0
MTPOF,0,0
VDAHY,0,0
QNXC,0,0
TMSH,0,0
INCPY,0,0
BKHPF,0,0
SEAMF,0,0
SVBRF,0,0
GBOOY,0,0
LADFF,0,0
PREIF,0,0
QUTIF,0,0
SHWDF,0,0
KTHAF,0,0
RYAAY,0,0
RKTE,0,0
TOIPY,0,0
LLESF,0,0
ETHOF,0,0
TLSMF,0,0
EIHLF,0,0
ALVRQ,0,0
AMED,0,0
NSL,0,0
OBYCF,0,0
ELXMY,0,0
KINPF,0,0
RHP,0,0
CYPXF,0,0
TDG,0,0
WILYY,0,0
PDTTF,0,0
LAD,0,0
DETRF,0,0
PTCAY,0,0
TIANF,0,0
OBAS,0,0
RAHGF,0,0
SAPMY,0,0
HZNM,0,0
ADX,0,0
DMNKF,0,0
AVNBF,0,0
AVYA,0,0
AOS,0,0
BZTG,0,0
BSRR,0,0
DFNS,0,0
GRMM,0,0
GCOW,0,0
LCI,0,0
EVOTF,0,0
BKBEF,0,0
TTAC,0,0
IBMJ,0,0
DOX,0,0
QYOUF,0,0
LPTI,0,0
PFH,0,0
DIEN,0,0
STBA,0,0
TXIC,0,0
HCI,0,0
DFHTU,0,0
SENEA,0,0
WRB.PRH,0,0
FMCC,0,0
CHHCF,0,0
JCICU,0,0
SLFFF,0,0
RCTC,0,0
BTABF,0,0
DNOPF,0,0
ANAT,0,0
PMDRF,0,0
CZWI,0,0
LPHHF,0,0
HBT,0,0
GAILF,0,0
VMAC,0,0
ATDRF,0,0
WFC.PRL,0,0
JGFCF,0,0
ISVUF,0,0
CRRLF,0,0
IMTM,0,0
RAACU,0,0
BWPC,0,0
GWRE,0,0
ATEYY,0,0
XCOMQ,0,0
SHV,0,0
OMVJF,0,0
VNO.PRL,0,0
FAF,0,0
PCTZF,0,0
WOR,0,0
TPRE,0,0
BIB,0,0
UFS,0,0
PTTWF,0,0
NRO,0,0
LHX,0,0
MGY,0,0
SCRYY,0,0
ESRCF,0,0
HTBI,0,0
APXTU,0,0
PSFD,0,0
ONEV,0,0
GWX,0,0
SWRBF,0,0
PKCPF,0,0
HZNSF,0,0
CHWWF,0,0
SGLN,0,0
CBCYB,0,0
CSSEP,0,0
HHNNF,0,0
JMDP,0,0
GGCPF,0,0
EULIF,0,0
TITCF,0,0
CRNHY,0,0
HCRB,0,0
HLOGF,0,0
PBYBF,0,0
MGGI,0,0
SFTWF,0,0
SZOXF,0,0
WLFDY,0,0
ROBXF,0,0
NMTC,0,0
NGE,0,0
ATCO.PRD,0,0
IGGRF,0,0
TDTT,0,0
ESFS,0,0
NNBR,0,0
RTGOF,0,0
IFAM,0,0
AVUS,0,0
TVPKF,0,0
TTFNF,0,0
SEXHF,0,0
XMTTF,0,0
TFGL,0,0
NGKSF,0,0
MRCIF,0,0
ALBKF,0,0
NBAC,0,0
TASZF,0,0
SCPPF,0,0
SRBCF,0,0
TPR,0,0
SMDPY,0,0
AGNC,0,0
SNV.PRE,0,0
AWCMY,0,0
TFECF,0,0
ISQWF,0,0
JJTFF,0,0
AFCL,0,0
GUORY,0,0
TAAI,0,0
ZOEFF,0,0
BWMTF,0,0
AGLDF,0,0
SVAKF,0,0
KBGCF,0,0
IBIO,0,0
SVAP,0,0
OTFT,0,0
EMTY,0,0
QSCGF,0,0
WLDR,0,0
TOOD,0,0
NOUV,0,0
NMFC,0,0
IART,0,0
NNSV,0,0
WRLD,0,0
OMWS,0,0
CRTL,0,0
IPOAF,0,0
AZZUF,0,0
CBDNF,0,0
DUTV,0,0
JOFFU,0,0
BRZV,0,0
PCN,0,0
MTSYF,0,0
SFBQF,0,0
EUO,0,0
EGAN,0,0
WEBL,0,0
IWN,0,0
PCYS,0,0
DTTYF,0,0
NDEV,0,0
ASGOF,0,0
WCBR,0,0
CLIR,0,0
LITH,0,0
SKBNF,0,0
MICT,0,0
ALTM,0,0
CMNT,0,0
PRTDF,0,0
GXGX,0,0
MLYSF,0,0
AKO.A,0,0
MASI,0,0
ZNCM,0,0
PTAIY,0,0
NWPP,0,0
IDIV,0,0
NWDVW,0,0
CEVMF,0,0
BGAOY,0,0
INVVY,0,0
NPONF,0,0
ITEX,0,0
WAB,0,0
LWSOF,0,0
BTDPY,0,0
AKAFF,0,0
BITCF,0,0
KDIXF,0,0
NCNA,0,0
DTTVY,0,0
SMLF,0,0
GBXXY,0,0
RESCU,0,0
DWCR,0,0
RKMSF,0,0
UBIA,0,0
CYBQY,0,0
PTPBF,0,0
LVCLF,0,0
AUUDW,0,0
UNM,0,0
IKT,0,0
WYPH,0,0
FRLI,0,0
VLY,0,0
MCBP,0,0
DEUZF,0,0
BMIXF,0,0
SBS,0,0
SSHPF,0,0
SLCH,0,0
ATTO,0,0
MTPGF,0,0
ENCUF,0,0
CZASF,0,0
WEGOF,0,0
HSQVY,0,0
MMSMY,0,0
CLPBY,0,0
EMFM,0,0
FOF,0,0
GLEC,0,0
HTBC,0,0
IPGLF,0,0
MRK,0,0
SNMCY,0,0
CIXPF,0,0
CMTDF,0,0
BTLCY,0,0
MFDX,0,0
GEIN,0,0
CCEGF,0,0
DADTF,0,0
FDUS,0,0
VRRMW,0,0
KWLDY,0,0
MITT.PRC,0,0
DEH.WS,0,0
BKYI,0,0
EDTXF,0,0
CFYFF,0,0
OONEF,0,0
FEYE,0,0
AGSM,0,0
GBLBY,0,0
PGYOF,0,0
CHKP,0,0
STXB,0,0
KARE,0,0
NPK,0,0
SGLLF,0,0
NIJPF,0,0
GBTZF,0,0
RELX,0,0
PKX,0,0
KHNGF,0,0
BELR,0,0
DTEGF,0,0
CSB,0,0
AGYYF,0,0
MINRF,0,0
ALG,0,0
PGC,0,0
GNT,0,0
LILAB,0,0
SUSL,0,0
PSA.PRE,0,0
ADOIF,0,0
MSGRL,0,0
GAINM,0,0
MXMSF,0,0
CROC,0,0
BPYUP,0,0
KURCF,0,0
NXGM,0,0
ALTAF,0,0
WTCHF,0,0
TKPHF,0,0
CCMMF,0,0
SBG.WS,0,0
YARAF,0,0
SNMRY,0,0
OSCI,0,0
MKC,0,0
BNPJY,0,0
PTXKY,0,0
LQDT,0,0
XTPEF,0,0
ESSA,0,0
ATCO.PRE,0,0
TCPP,0,0
ERIE,0,0
HPGLY,0,0
CRRSQ,0,0
PKTLY,0,0
NORNQ,0,0
GOOG,0,0
RHNMF,0,0
NSWEF,0,0
ISSC,0,0
BUD,0,0
NDRBF,0,0
MTST,0,0
GNOLF,0,0
BNS,0,0
BAYRY,0,0
ENZ,0,0
BOAC.U,0,0
MPGMF,0,0
KONAQ,0,0
NERG,0,0
ICUSF,0,0
AEOXF,0,0
PMSO,0,0
IDBLZ,0,0
XELAW,0,0
MTEHF,0,0
AEFC,0,0
LVHI,0,0
PIKQF,0,0
BLLRF,0,0
ACEIY,0,0
NTCXF,0,0
EXRTF,0,0
BWLLF,0,0
ALMY,0,0
RLAB,0,0
KALTF,0,0
HUFAF,0,0
TLYS,0,0
NPIFF,0,0
KRRTF,0,0
IDGGW,0,0
PLUUF,0,0
RTMVF,0,0
LEKOF,0,0
KNL,0,0
MRUHF,0,0
PATLF,0,0
HZHI,0,0
RGRSY,0,0
PRNI,0,0
MSHXF,0,0
PKSGY,0,0
EMNC,0,0
NURO,0,0
CTBI,0,0
PIFI,0,0
KMBIF,0,0
CFFVU,0,0
PRDO,0,0
AMJ,0,0
ESEFF,0,0
COHN,0,0
CYSNF,0,0
SCNPF,0,0
IPXHY,0,0
TRWKF,0,0
QCCP,0,0
RSNAY,0,0
GPOOY,0,0
EEFT,0,0
PAGS,0,0
PREKF,0,0
MFGHF,0,0
NZIH,0,0
AVRN,0,0
ALGT,0,0
EQC,0,0
LSCG,0,0
BUHPY,0,0
SRCGF,0,0
FPLF,0,0
JDIV,0,0
ASPL.WS,0,0
PRDSY,0,0
QEBR,0,0
PSA.PRM,0,0
LUSI,0,0
EQNR,0,0
BBRE,0,0
DIRV,0,0
MMMKF,0,0
STMEF,0,0
GMBTU,0,0
JSEOF,0,0
CTBG,0,0
STAA,0,0
IDHD,0,0
RMCF,0,0
LMPX,0,0
IVTBF,0,0
VOIS,0,0
ISBA,0,0
RTHVF,0,0
MTRPF,0,0
CPOUF,0,0
SWRAY,0,0
CLFMF,0,0
BRK.A,0,0
TCNGF,0,0
SBIO,0,0
AXP,0,0
LNFA.U,0,0
MXTLF,0,0
CFFMF,0,0
FIXD,0,0
BCCMY,0,0
CEXE,0,0
RIVX,0,0
TMMTF,0,0
ISHQF,0,0
FXBY,0,0
SOBKY,0,0
ACRDF,0,0
GHIFF,0,0
CELZ,0,0
EXK,0,0
ISRUF,0,0
DCHPF,0,0
DYXC,0,0
PHSL,0,0
BRG.PRA,0,0
CLNNW,0,0
ITRYF,0,0
SPPDQ,0,0
LGSXY,0,0
ARSSF,0,0
AGYP,0,0
IVDG,0,0
VWSYF,0,0
VRTA,0,0
ALFA,0,0
TYIBF,0,0
BTAQW,0,0
EFRMF,0,0
NAOV,0,0
VPGLF,0,0
CVM,0,0
DAFL,0,0
SSTU,0,0
IDKFF,0,0
TRMD,0,0
GMNI,0,0
WBIL,0,0
LMST,0,0
FTCH,0,0
OSN,0,0
RCP,0,0
LIFZF,0,0
ECOZ,0,0
FNNGF,0,0
FDCFF,0,0
SHHPF,0,0
ELCPF,0,0
BSAE,0,0
FRTEU,0,0
TGB,0,0
SHGY,0,0
HHSSF,0,0
SCHL,0,0
UCO,0,0
SMIT,0,0
WRE,0,0
GHGUF,0,0
DTNHF,0,0
FTLS,0,0
AABVF,0,0
PKSKY,0,0
CSX,0,0
FPVTF,0,0
FLGE,0,0
GRCO,0,0
ACES,0,0
VOYRF,0,0
MRGR,0,0
BAESY,0,0
KKKGF,0,0
CHYMF,0,0
VLTLF,0,0
BBVKF,0,0
ALSE,0,0
KBE,0,0
VHLGF,0,0
FCAL,0,0
CVTV,0,0
FST.U,0,0
CATY,0,0
SSYT,0,0
TAGMF,0,0
QUBT,0,0
MLOOF,0,0
CIRX,0,0
DOVXF,0,0
GLPJF,0,0
QPX,0,0
JWS,0,0
XBIT,0,0
MMIRF,0,0
CUFHF,0,0
TOPPY,0,0
QDIV,0,0
PADEF,0,0
ROCRU,0,0
TBAKF,0,0
LVVV,0,0
ESTA,0,0
JLRRF,0,0
UDOW,0,0
LNEGY,0,0
PCHK,0,0
RFIVF,0,0
LNNFF,0,0
PEIMF,0,0
SBDG,0,0
FERD,0,0
WWIN,0,0
BCDMF,0,0
IRIDQ,0,0
HMNY,0,0
SHXWF,0,0
SGLOF,0,0
VRME,0,0
BWFG,0,0
VIFI,0,0
ASSPF,0,0
MTC,0,0
SPVNF,0,0
FIVG,0,0
AQN,0,0
AXU,0,0
KNYJY,0,0
JSGCF,0,0
ONDS,0,0
EGLNF,0,0
GDV.PRH,0,0
RELEY,0,0
INFU,0,0
OLFC,0,0
NLY.PRF,0,0
TSPG,0,0
SOYO,0,0
MMSGF,0,0
KORP,0,0
DCCNF,0,0
CQCQ,0,0
ICVT,0,0
SXMVF,0,0
OTSKY,0,0
MWSNF,0,0
CFLSF,0,0
MBI,0,0
CSZZF,0,0
BDN,0,0
SVLPF,0,0
SGBH,0,0
DCSX,0,0
ITDN,0,0
ADBKF,0,0
WOSCF,0,0
JCBXF,0,0
NUKK,0,0
LRTNF,0,0
EMED,0,0
ELVAY,0,0
USBK,0,0
TINV.U,0,0
DRSV,0,0
PACQF,0,0
AWGI,0,0
DTARF,0,0
SALN,0,0
FLIVF,0,0
HYFXY,0,0
CRLFF,0,0
HYG,0,0
SCOTF,0,0
OSAGF,0,0
RIBT,0,0
GLLGF,0,0
ARTLW,0,0
PKXFF,0,0
ENVS,0,0
BDVSY,0,0
ITUP,0,0
APGOF,0,0
WOLZY,0,0
EMPW,0,0
BNKD,0,0
WOGI,0,0
CVGRF,0,0
FKWL,0,0
DBLVF,0,0
FLMX,0,0
FTXH,0,0
DLNG,0,0
EEYUF,0,0
JFHHF,0,0
PHXCF,0,0
FOXF,0,0
YAGOY,0,0
PUODY,0,0
EBCDF,0,0
AGDXF,0,0
CNRG,0,0
HCXZ,0,0
NTBP,0,0
WFC.PRY,0,0
NYLE,0,0
HERTF,0,0
SWKH,0,0
ICABF,0,0
PAICU,0,0
SPEM,0,0
FOYJ,0,0
FAII,0,0
SLCJF,0,0
HSHL,0,0
ITMTF,0,0
XSVT,0,0
ORZCF,0,0
RJKAF,0,0
MLFNF,0,0
IRRHF,0,0
AOLS,0,0
PROAF,0,0
SIJ,0,0
CLYXF,0,0
VET,0,0
WIPKF,0,0
JMSB,0,0
DSCR,0,0
BHMCF,0,0
SF.PRA,0,0
MTRT,0,0
TEXAF,0,0
CPEU,0,0
ADFJF,0,0
LTUU,0,0
FDVRF,0,0
NWSA,0,0
ENLTF,0,0
RMR,0,0
TSSP,0,0
OEZVF,0,0
NTXFY,0,0
PFMTF,0,0
BCM,0,0
SDRLF,0,0
EZM,0,0
SGLRF,0,0
PITAF,0,0
QUS,0,0
OPGX,0,0
NRDXF,0,0
DCRB,0,0
BRAV,0,0
HBSI,0,0
YUII,0,0
EPEO,0,0
NSFMF,0,0
UMBF,0,0
KBCSF,0,0
GNACU,0,0
BRGAY,0,0
VOSSF,0,0
BURBY,0,0
PGNN,0,0
WNARF,0,0
PBH,0,0
GLAE,0,0
SHAK,0,0
FDBAY,0,0
BMJJF,0,0
NURE,0,0
CLCFF,0,0
KINZW,0,0
HOKUQ,0,0
PPLL,0,0
IHPXF,0,0
INDA,0,0
DLMAF,0,0
IBHE,0,0
EDDYF,0,0
HNORF,0,0
HYBB,0,0
COLWF,0,0
RLJ.PRA,0,0
QTGI,0,0
CEDWF,0,0
GGB,0,0
VSL,0,0
AMUB,0,0
COIL,0,0
XTRSF,0,0
CCCP,0,0
OAKV,0,0
FPE,0,0
CASBF,0,0
SINX,0,0
GLHD,0,0
SNNF,0,0
POEFF,0,0
LZAGY,0,0
OFLX,0,0
MCBK,0,0
ARLCF,0,0
SPVM,0,0
BETZ,0,0
CYDVF,0,0
CHRA,0,0
VOX,0,0
TRKR,0,0
FTEG,0,0
CORFF,0,0
SIXD,0,0
PWVI,0,0
CCYY,0,0
KCEEY,0,0
HTRE,0,0
HSCO,0,0
RWJ,0,0
EUCR,0,0
CMLLF,0,0
CBLNY,0,0
MCHVY,0,0
VOPKF,0,0
LSF,0,0
GCHEF,0,0
ETACU,0,0
SKPGF,0,0
CIBEY,0,0
CRMK,0,0
CONIF,0,0
CHNSF,0,0
VSOGF,0,0
TTGT,0,0
SBBP,0,0
EAF,0,0
GINBF,0,0
SCVPF,0,0
AAHIF,0,0
WORC,0,0
EEM,0,0
AIT,0,0
BLCT,0,0
OJIPY,0,0
BKSC,0,0
IDLB,0,0
BSMO,0,0
BJK,0,0
PLGNF,0,0
SHWZ,0,0
SCWTF,0,0
VIDI,0,0
FNNNF,0,0
IRM,0,0
NBTX,0,0
PNGZF,0,0
PHPPY,0,0
RCMGF,0,0
BKHOF,0,0
VIVO,0,0
BH.A,0,0
VRS,0,0
AMPY,0,0
BRVVD,0,0
FUSB,0,0
NUV,0,0
AKSY,0,0
ILMN,0,0
PLIN,0,0
GYGC,0,0
CFFI,0,0
IMRNW,0,0
IRRRF,0,0
AAEEF,0,0
LMNR,0,0
ECC,0,0
FUSEF,0,0
HMZMF,0,0
WPMLF,0,0
WTRU,0,0
AMCF,0,0
LTRX,0,0
NTDTY,0,0
FUNN,0,0
ACGJ,0,0
UWHGF,0,0
CPIHF,0,0
BDGR,0,0
ASPXF,0,0
ANTH,0,0
MMBMF,0,0
HGRL,0,0
TWMIF,0,0
SEIL,0,0
QOIL,0,0
UNIRF,0,0
TKAYY,0,0
NANR,0,0
OACB,0,0
NOPMF,0,0
AATGF,0,0
PNDHF,0,0
HDAW,0,0
RPLA.WS,0,0
RGGGF,0,0
FAFL,0,0
GLU.PRB,0,0
VNGLF,0,0
EXOPF,0,0
COF.PRJ,0,0
MBSD,0,0
STLXF,0,0
FEO,0,0
PBND,0,0
RNGOF,0,0
PEY,0,0
FLMN,0,0
XPDIU,0,0
CRAI,0,0
RBAZ,0,0
SMATF,0,0
KYYWF,0,0
IQI,0,0
ODERF,0,0
TPLWF,0,0
LHDX,0,0
JNSH,0,0
CMZZF,0,0
FTGFF,0,0
CGGYY,0,0
ARGTF,0,0
TRNO,0,0
NMT,0,0
WHGPF,0,0
PRT,0,0
IGMS,0,0
TWOH,0,0
CONXW,0,0
WBT,0,0
VAC,0,0
LTFD,0,0
WUYI,0,0
TIEMF,0,0
IOFB,0,0
DDM,0,0
SVOKW,0,0
FDVA,0,0
EMBYF,0,0
EORBF,0,0
RVLTF,0,0
YWGRF,0,0
MYI,0,0
PNWDF,0,0
ILVOF,0,0
THM,0,0
CBTH,0,0
ZLNWF,0,0
SHWGF,0,0
AOIX,0,0
ARLO,0,0
RLLMF,0,0
QQXT,0,0
FBCV,0,0
FTCS,0,0
SDDFF,0,0
SDLDF,0,0
BVH,0,0
BNOV,0,0
FCAX.U,0,0
GLLOF,0,0
RVVQF,0,0
EVR,0,0
URAL,0,0
SMHRY,0,0
SEAH,0,0
MMX,0,0
HAAC,0,0
RGLSF,0,0
LGEJY,0,0
CMTL,0,0
GNMP,0,0
HIBL,0,0
SZIHF,0,0
OLMIY,0,0
PVWIF,0,0
DRCAF,0,0
CPPSF,0,0
SPR,0,0
BCTF,0,0
FRPT,0,0
WMGR,0,0
KRSOF,0,0
PZT,0,0
SFDL,0,0
STUPF,0,0
MCBI,0,0
MCREF,0,0
IRDEF,0,0
ATHC,0,0
HNDNF,0,0
CYAN,0,0
NXP,0,0
PTNUF,0,0
CHLLY,0,0
PYNKF,0,0
TRXA,0,0
KMGLF,0,0
HSON,0,0
SQZ,0,0
MLPB,0,0
PXCE,0,0
ROCH,0,0
BOSSY,0,0
HBIA,0,0
